date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:51	21204/21204	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Sep%202023%2014:22:41%20GMT	https://lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Bold.woff2	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Bold.html	(from https://lucaswoock.com/wp-content/themes/nc/dist/css/styles.css?ver=6.3.2)
10:32:51	23032/23032	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2013%20Sep%202023%2014:22:41%20GMT	https://lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Bold.woff	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Bold.woff	(from https://lucaswoock.com/wp-content/themes/nc/dist/css/styles.css?ver=6.3.2)
10:32:51	19384/19384	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Sep%202023%2014:22:41%20GMT	https://lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Ultrabold.woff2	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Ultrabold.html	(from https://lucaswoock.com/wp-content/themes/nc/dist/css/styles.css?ver=6.3.2)
10:32:51	703516/703516	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20Sep%202023%2014:22:42%20GMT	https://lucaswoock.com/wp-content/themes/nc/dist/vendors.js?ver=2020727	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc/dist/vendorsf30b.js	(from https://lucaswoock.com/)
10:32:52	20936/20936	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2013%20Sep%202023%2014:22:41%20GMT	https://lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Ultrabold.woff	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc/dist/fonts/MonumentExtended-Ultrabold.woff	(from https://lucaswoock.com/wp-content/themes/nc/dist/css/styles.css?ver=6.3.2)
10:32:52	267405/267405	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2014:18:43%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/Cover-website.png	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/Cover-website.png	(from https://lucaswoock.com/works/)
10:32:53	7139/7139	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:32:54%20GMT	https://lucaswoock.com/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/wp/v2/pages/10.json	(from https://lucaswoock.com/works/)
10:32:53	2612/2612	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:32:55%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fworks%2F	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embede549.json	(from https://lucaswoock.com/works/)
10:32:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:32:55%20GMT	https://lucaswoock.com/?p=10	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/index64b4.html	(from https://lucaswoock.com/works/)
10:32:54	2717/2717	---MCZ	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2005:32:55%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fworks%2F&format=xml	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embedcf53	(from https://lucaswoock.com/works/)
10:32:54	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:32:55%20GMT	https://lucaswoock.com/wp-content/themes/nc	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc	(from https://lucaswoock.com/works/)
10:32:58	72373/72373	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2005:32:57%20GMT	https://lucaswoock.com/works/sleak-tv/	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/works/sleak-tv/index.html	(from https://lucaswoock.com/works/)
10:32:58	300220/300220	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Sep%202023%2019:50:01%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/vignette-em-strasbourg-1400x788.jpg	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/vignette-em-strasbourg-1400x788.jpg	(from https://lucaswoock.com/works/)
10:32:58	161456/161456	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2019:17:04%20GMT	https://lucaswoock.com/wp-content/uploads/2023/08/vignette-sleak-1140x1200.jpg	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/08/vignette-sleak-1140x1200.jpg	(from https://lucaswoock.com/works/)
10:32:59	74742/74742	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2005:32:56%20GMT	https://lucaswoock.com/works/em-strasbourg-business-school/	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/works/em-strasbourg-business-school/index.html	(from https://lucaswoock.com/works/)
10:32:59	59709/59709	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2005:33:01%20GMT	https://lucaswoock.com/works/papillons-de-nuit-live/	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/works/papillons-de-nuit-live/index.html	(from https://lucaswoock.com/works/)
10:33:00	7139/7139	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:01%20GMT	https://lucaswoock.com/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/wp/v2/pages/12.json	(from https://lucaswoock.com/about/)
10:33:00	248424/248424	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Sep%202023%2016:42:17%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/vignette-papillons-de-nuit-1400x933.jpg	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/vignette-papillons-de-nuit-1400x933.jpg	(from https://lucaswoock.com/works/)
10:33:00	2612/2612	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:02%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fabout%2F	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embed06fd.json	(from https://lucaswoock.com/about/)
10:33:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:02%20GMT	https://lucaswoock.com/?p=12	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/index678b.html	(from https://lucaswoock.com/about/)
10:33:01	2717/2717	---MCZ	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2005:33:02%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fabout%2F&format=xml	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embed04cf	(from https://lucaswoock.com/about/)
10:33:01	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:02%20GMT	https://lucaswoock.com/wp-content/themes/nc	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc	(from https://lucaswoock.com/about/)
10:33:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:03%20GMT	https://lucaswoock.com/contact	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/contact	(from https://lucaswoock.com/about/)
10:33:02	7189/7189	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:04%20GMT	https://lucaswoock.com/wp-json/wp/v2/pages/14	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/wp/v2/pages/14.json	(from https://lucaswoock.com/contact/)
10:33:03	2622/2622	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:04%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fcontact%2F	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embedc873.json	(from https://lucaswoock.com/contact/)
10:33:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:04%20GMT	https://lucaswoock.com/?p=14	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/index0b69.html	(from https://lucaswoock.com/contact/)
10:33:03	2727/2727	---MCZ	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2005:33:05%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embededa5	(from https://lucaswoock.com/contact/)
10:33:04	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:05%20GMT	https://lucaswoock.com/wp-content/themes/nc	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc	(from https://lucaswoock.com/contact/)
10:33:04	7321/7321	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:06%20GMT	https://lucaswoock.com/wp-json/wp/v2/pages/313	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/wp/v2/pages/313.json	(from https://lucaswoock.com/legal-notice/)
10:33:05	2629/2629	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:06%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Flegal-notice%2F	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embed63d6.json	(from https://lucaswoock.com/legal-notice/)
10:33:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:06%20GMT	https://lucaswoock.com/?p=313	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/index8c55.html	(from https://lucaswoock.com/legal-notice/)
10:33:05	2734/2734	---MCZ	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2005:33:07%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Flegal-notice%2F&format=xml	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embeda0c3	(from https://lucaswoock.com/legal-notice/)
10:33:06	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:07%20GMT	https://lucaswoock.com/wp-content/themes/nc	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc	(from https://lucaswoock.com/legal-notice/)
10:33:06	99278/99278	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Sep%202023%2016:41:01%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/GP-explorer-cover.jpg	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/GP-explorer-cover.jpg	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:08%20GMT	https://lucaswoock.com/?p=266	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/index6543.html	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:07	2788/2788	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2005:33:08%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fworks%2Fgp-explorer-2%2F	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embed07a8.json	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:08	2901/2901	---MCZ	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2005:33:09%20GMT	https://lucaswoock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flucaswoock.com%2Fworks%2Fgp-explorer-2%2F&format=xml	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-json/oembed/1.0/embed732c	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:08	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2005:33:10%20GMT	https://lucaswoock.com/wp-content/themes/nc	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/themes/nc	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:10	187302/187302	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Sep%202023%2016:40:45%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/details-illustration-left.png	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/details-illustration-left.png	(from https://lucaswoock.com/works/gp-explorer-2/)
10:33:15	226351/226351	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Sep%202023%2016:40:50%20GMT	https://lucaswoock.com/wp-content/uploads/2023/09/details-illustration-right.png	C:/My%20Web%20Sites/Portfolio/lucaswoock.com/wp-content/uploads/2023/09/details-illustration-right.png	(from https://lucaswoock.com/works/gp-explorer-2/)
